PurchaseID,PurchaseDate,CustomerID,ShopperID,EventTypeID
,10/1/2021,1026,6,6
,3/10/2022,1058,5,2
,6/23/2023,1743,10,4
,8/31/2021,537,4,5
,12/23/2020,387,1,6
,2/7/2023,523,9,4
,11/19/2020,391,2,4
,11/11/2019,1950,10,4
,6/18/2019,432,7,4
,2/13/2021,1115,9,3
,2/14/2021,1277,7,4
,12/3/2022,839,3,6
,9/20/2019,303,5,6
,1/11/2021,1201,9,2
,10/15/2023,260,4,6
,4/5/2023,1227,8,2
,6/14/2020,1368,10,3
,2/12/2019,665,8,6
,12/28/2021,1186,6,4
,2/18/2020,1010,5,6
,2/28/2021,1884,6,4
,5/30/2022,1523,3,6
,12/25/2022,876,10,3
,2/20/2019,1588,10,6
,11/28/2020,979,9,4
,4/28/2020,1901,8,6
,1/13/2023,845,8,4
,11/3/2020,458,1,3
,3/11/2021,810,8,4
,10/9/2020,1797,5,6
,12/25/2019,505,10,1
,4/5/2019,74,3,4
,1/2/2022,1021,9,4
,8/13/2023,1741,4,4
,5/2/2019,1596,2,1
,9/25/2019,1028,2,6
,7/20/2021,1859,6,2
,6/3/2020,276,8,3
,8/9/2023,1754,10,6
,10/23/2021,759,8,6
,7/12/2023,822,2,2
,4/16/2019,1209,5,2
,8/26/2019,804,6,5
,7/4/2020,1868,2,5
,11/15/2019,1182,3,4
,10/17/2023,774,7,2
,5/30/2019,1048,4,6
,10/5/2021,1162,8,1
,5/2/2020,1704,1,2
,10/27/2022,1322,8,4
,9/9/2023,28,1,6
,6/2/2020,1558,3,4
,10/16/2023,978,9,6
,9/3/2023,1417,9,3
,2/14/2023,917,3,5
,8/22/2023,1795,9,3
,3/26/2023,1975,8,5
,4/29/2019,249,1,6
,9/8/2021,858,8,1
,7/27/2022,1716,8,2
,7/25/2022,1880,10,4
,8/28/2020,1393,9,6
,8/14/2021,1402,4,6
,11/4/2021,244,1,3
,4/8/2021,1300,5,3
,2/23/2020,898,2,6
,11/20/2019,1189,10,5
,4/17/2020,1161,7,4
,5/27/2021,1883,8,3
,6/24/2023,957,10,6
,2/3/2022,1367,6,1
,11/1/2020,1163,3,6
,10/9/2021,1974,3,6
,2/19/2020,529,4,6
,6/24/2020,547,5,6
,11/9/2023,295,7,4
,5/21/2023,1329,7,6
,3/19/2021,1407,10,3
,4/25/2020,285,5,4
,5/6/2020,1966,4,2
,11/21/2020,1431,7,4
,10/27/2022,1630,1,2
,8/11/2021,481,4,6
,4/30/2019,1687,1,4
,10/9/2023,110,2,2
,9/27/2019,458,8,6
,12/9/2019,734,5,4
,10/7/2022,1006,9,6
,7/6/2023,1955,9,6
,3/23/2021,1015,4,6
,5/28/2023,1880,6,6
,10/15/2023,217,3,6
,5/26/2022,166,1,4
,1/22/2019,1829,8,3
,1/25/2020,1267,8,4
,10/7/2021,694,6,1
,12/26/2020,1723,2,6
,5/6/2022,1611,5,3
,3/21/2021,1593,3,3
,3/9/2021,618,6,6
,3/3/2022,229,6,4
,9/21/2019,531,6,2
,9/6/2022,1162,7,4
,10/25/2022,971,4,6
,10/21/2019,1166,2,3
,8/7/2022,1115,6,2
,10/8/2020,1732,3,6
,6/12/2023,708,1,4
,1/11/2020,1440,10,6
,11/23/2023,238,4,4
,1/3/2021,1047,3,3
,5/30/2023,890,5,3
,5/18/2022,613,6,4
,3/12/2023,927,3,3
,4/30/2021,747,9,6
,6/10/2019,974,6,6
,11/26/2021,1920,5,6
,7/13/2023,495,5,3
,7/30/2023,527,2,4
,1/17/2021,819,2,2
,5/1/2019,1711,5,3
,4/24/2020,185,8,6
,9/24/2022,814,2,4
,5/3/2019,1970,6,6
,1/11/2021,554,1,3
,3/22/2020,192,5,1
,6/23/2022,1530,9,5
,8/24/2021,103,4,1
,11/20/2020,79,9,1
,9/16/2023,785,9,4
,12/26/2022,803,9,6
,7/17/2023,415,4,3
,9/6/2021,1043,2,2
,1/2/2019,487,7,2
,10/16/2019,603,3,4
,4/9/2022,1558,7,2
,4/13/2020,1449,8,2
,11/12/2021,1322,9,3
,2/20/2019,1001,6,6
,1/25/2020,1267,2,6
,12/19/2023,1528,6,6
,9/13/2021,1684,5,3
,6/26/2021,93,6,1
,10/1/2019,75,6,4
,4/9/2021,652,4,4
,6/27/2023,244,7,6
,4/24/2019,1722,1,6
,8/10/2020,1713,1,4
,7/5/2021,1976,4,6
,2/22/2019,718,5,3
,9/20/2020,683,1,6
,10/22/2022,1899,4,3
,7/16/2020,50,9,2
,6/12/2019,611,6,4
,1/13/2023,1705,6,4
,9/9/2023,1404,8,6
,6/28/2022,512,7,6
,10/6/2022,733,4,3
,1/19/2023,1268,8,6
,12/5/2021,1135,10,4
,11/4/2021,1420,3,1
,3/17/2022,1871,4,3
,3/21/2023,575,1,3
,11/24/2023,44,4,4
,5/23/2019,285,7,3
,3/25/2019,1034,8,5
,1/28/2022,412,6,3
,12/11/2019,1153,10,2
,4/12/2019,555,3,6
,2/20/2019,1210,8,3
,2/6/2023,1120,3,5
,10/2/2022,1701,10,6
,2/19/2022,997,5,2
,10/5/2022,204,3,6
,11/5/2019,1974,1,1
,7/27/2019,258,6,6
,8/7/2020,1895,4,4
,7/12/2021,258,1,1
,4/9/2023,1165,9,1
,8/30/2020,1178,3,4
,10/22/2021,1667,5,6
,1/6/2021,1509,4,6
,2/23/2021,414,2,4
,6/24/2020,1721,6,3
,1/22/2021,1775,4,5
,6/26/2022,544,9,4
,3/10/2020,1706,9,2
,7/6/2020,139,7,2
,9/27/2019,17,3,6
,5/29/2022,10,7,2
,4/5/2020,56,5,5
,6/8/2020,397,5,2
,11/9/2021,958,10,1
,10/21/2020,1971,1,6
,6/25/2019,143,4,6
,4/6/2021,1551,10,3
,6/22/2021,1175,9,2
,2/4/2019,1090,8,6
,10/29/2019,1004,5,4
,1/9/2019,383,9,4
,1/10/2023,745,2,4
,4/28/2019,741,1,4
,6/30/2021,101,7,4
,11/29/2022,1017,6,5
,8/22/2023,1247,4,6
,12/7/2021,1170,10,3
,1/19/2023,612,5,6
,10/15/2020,1383,5,2
,12/11/2021,1081,5,6
,8/10/2022,208,1,4
,5/14/2022,149,5,3
,5/27/2023,677,9,2
,5/13/2021,1694,10,4
,12/27/2019,691,7,6
,8/15/2023,99,1,4
,5/28/2022,781,3,5
,4/22/2023,1296,6,5
,10/15/2020,182,4,1
,9/7/2023,43,9,6
,5/5/2020,503,9,4
,4/3/2022,75,10,6
,7/12/2022,1694,8,4
,12/3/2019,423,2,4
,8/21/2022,969,3,3
,4/19/2022,1459,7,4
,6/21/2022,762,8,6
,8/1/2023,1928,2,1
,7/31/2020,1107,7,6
,5/27/2022,1776,5,6
,9/7/2022,1346,3,4
,12/19/2020,48,2,2
,8/11/2020,1882,9,3
,10/16/2021,325,9,3
,10/13/2022,656,2,6
,9/19/2020,1324,3,2
,8/28/2022,1399,10,5
,5/30/2019,802,3,4
,12/10/2022,684,2,5
,6/7/2023,614,4,6
,9/25/2023,200,4,3
,2/16/2022,1805,2,4
,12/24/2019,1793,3,2
,9/5/2020,21,7,6
,6/10/2021,1709,1,4
,3/1/2023,1247,9,6
,6/24/2020,268,6,2
,4/6/2022,366,8,4
,10/12/2019,527,8,3
,9/1/2021,1275,2,4
,4/22/2021,966,7,5
,3/28/2023,63,5,3
,10/12/2019,473,7,4
,10/11/2019,1201,8,6
,5/24/2020,868,2,2
,2/25/2022,1926,4,5
,9/24/2019,362,6,1
,9/30/2019,476,8,2
,5/10/2019,1386,5,6
,12/29/2023,45,1,4
,7/9/2020,254,6,6
,9/7/2023,1055,9,1
,3/29/2020,1183,10,2
,8/1/2020,1767,4,5
,6/23/2021,69,9,2
,7/24/2021,1358,8,4
,12/5/2020,1496,7,4
,2/22/2019,1541,4,2
,1/12/2023,1698,2,3
,8/1/2023,1335,6,6
,3/23/2023,459,5,4
,8/10/2023,41,9,6
,5/15/2019,288,3,6
,9/30/2020,767,8,1
,1/19/2021,1902,5,4
,1/7/2019,1663,6,6
,10/31/2021,5,7,6
,12/27/2019,4,9,4
,3/20/2022,1433,10,6
,2/1/2023,1542,7,3
,9/14/2022,165,8,2
,9/22/2021,779,8,1
,10/10/2020,1455,3,5
,5/28/2021,1840,5,4
,1/14/2021,1992,2,3
,10/26/2019,1643,5,4
,2/26/2022,86,9,3
,4/11/2020,218,9,6
,12/23/2022,1985,7,4
,4/8/2023,597,10,3
,4/20/2020,216,5,6
,11/4/2022,1195,2,6
,4/20/2020,1874,6,4
,4/3/2020,682,7,4
,2/21/2022,638,1,6
,10/10/2021,476,8,3
,11/29/2023,1991,7,6
,5/31/2023,1086,7,1
,8/22/2021,40,6,6
,9/9/2022,37,3,4
,5/7/2021,720,1,3
,12/16/2020,1685,2,6
,5/13/2021,20,3,1
,11/17/2023,633,10,6
,4/15/2020,28,7,6
,10/31/2021,1152,2,4
,6/12/2022,1957,8,3
,10/12/2020,1208,10,4
,9/13/2022,1087,3,6
,3/20/2020,250,7,2
,5/11/2019,82,6,4
,9/5/2022,233,1,6
,11/29/2022,492,2,4
,5/20/2021,389,5,4
,10/16/2022,480,7,3
,2/5/2020,1476,8,1
,12/22/2023,513,7,1
,1/25/2020,1903,1,3
,4/4/2023,937,10,4
,9/15/2021,897,8,6
,1/7/2021,1759,2,6
,3/29/2019,1072,8,2
,9/6/2019,86,5,6
,6/18/2020,252,1,1
,8/7/2021,1844,7,6
,12/15/2023,642,2,5
,6/6/2020,336,7,4
,7/4/2021,553,10,2
,9/4/2023,1698,8,6
,2/15/2023,1168,7,5
,7/12/2023,1370,4,4
,7/3/2022,1213,7,4
,8/21/2020,1291,10,3
,7/15/2023,1869,10,6
,3/21/2022,591,3,1
,12/11/2020,1207,9,6
,4/21/2019,329,6,4
,6/17/2019,886,10,2
,2/13/2022,1502,6,6
,3/7/2019,1952,7,4
,1/10/2021,1529,4,3
,2/22/2023,216,2,1
,11/28/2020,1595,4,4
,4/29/2023,1854,2,4
,8/18/2023,256,10,4
,4/2/2019,1687,2,4
,4/11/2021,264,7,4
,6/19/2019,399,3,6
,2/22/2019,33,2,2
,6/6/2021,618,1,4
,1/16/2020,1936,7,2
,10/20/2019,1096,5,6
,9/26/2022,1599,6,6
,3/12/2021,906,4,4
,11/14/2019,332,2,1
,8/3/2021,1455,6,6
,11/5/2022,133,6,4
,10/13/2020,1985,7,6
,8/1/2021,774,2,3
,10/7/2022,517,9,6
,3/15/2023,206,1,6
,2/3/2019,1491,2,6
,4/14/2022,987,7,4
,4/12/2021,779,4,2
,11/26/2022,392,4,3
,3/15/2021,307,9,6
,11/3/2019,1571,10,6
,9/4/2021,1361,2,3
,1/19/2019,54,3,3
,6/25/2022,138,2,3
,1/8/2020,821,3,6
,2/27/2019,213,10,6
,2/5/2019,1615,10,6
,1/27/2023,632,5,4
,12/6/2020,1429,2,6
,3/19/2019,1358,9,6
,6/4/2022,451,3,4
,10/16/2021,1750,9,5
,11/9/2022,1741,10,3
,2/16/2019,1049,9,3
,5/23/2021,1619,1,4
,7/31/2021,1405,10,6
,6/24/2022,1049,1,2
,8/29/2021,586,1,4
,1/2/2021,75,2,2
,7/28/2020,167,9,6
,5/21/2023,508,9,1
,12/5/2020,560,8,1
,1/31/2023,1914,10,1
,6/8/2020,855,9,6
,6/28/2019,1998,1,2
,11/10/2022,350,1,4
,12/9/2023,206,6,6
,9/9/2023,520,2,3
,12/16/2019,718,6,2
,7/12/2021,1719,2,5
,12/28/2023,287,5,6
,9/16/2019,1885,7,6
,9/21/2020,923,6,6
,9/5/2020,719,9,4
,3/5/2023,202,8,6
,5/1/2022,178,6,6
,4/22/2021,626,10,4
,4/24/2022,1600,6,6
,12/30/2021,1758,7,4
,1/26/2021,550,7,4
,6/4/2022,550,1,4
,11/29/2019,644,6,4
,2/27/2019,1901,4,2
,2/4/2020,1370,2,6
,12/16/2020,1185,9,2
,8/27/2021,95,10,6
,3/27/2021,1135,6,6
,6/16/2019,1473,8,6
,7/9/2019,997,9,4
,6/27/2019,534,1,4
,1/20/2019,1847,7,6
,10/30/2022,864,8,5
,3/29/2023,1579,4,3
,4/17/2019,1132,1,4
,6/30/2019,1690,4,1
,9/19/2020,20,10,6
,2/23/2022,1370,1,4
,7/8/2022,530,5,1
,7/27/2022,1203,3,6
,2/24/2020,622,4,4
,10/19/2019,324,9,6
,7/15/2022,1827,5,4
,3/17/2023,1534,8,6
,3/9/2022,1203,8,6
,12/25/2022,1954,10,6
,7/26/2019,674,10,4
,6/1/2020,1529,9,6
,2/8/2021,985,8,4
,8/2/2021,540,3,3
,10/21/2022,1714,3,3
,10/11/2021,1864,2,6
,5/6/2023,250,1,1
,9/22/2020,758,10,3
,10/23/2023,1479,4,4
,7/4/2023,998,10,4
,6/11/2023,1969,9,6
,7/29/2023,123,3,2
,11/16/2022,230,8,3
,2/26/2020,62,2,2
,8/28/2019,215,9,6
,1/4/2022,1986,2,3
,12/19/2020,73,7,1
,5/9/2023,819,3,3
,12/29/2019,242,2,1
,6/14/2019,875,6,6
,10/11/2021,331,3,6
,6/15/2022,667,3,6
,9/28/2021,66,2,2
,5/28/2020,1180,10,6
,12/31/2021,581,2,4
,3/22/2019,886,6,6
,4/1/2023,1975,9,2
,10/27/2019,685,4,6
,3/14/2021,231,5,6
,8/31/2020,116,10,6
,2/25/2022,13,7,1
,10/14/2019,1774,2,2
,8/10/2023,63,7,3
,10/21/2020,704,2,6
,12/13/2022,1947,6,6
,10/25/2023,24,8,4
,3/24/2019,394,8,6
,11/27/2022,900,7,6
,7/4/2023,840,1,6
,7/16/2020,740,6,6
,8/1/2022,1332,1,6
,12/13/2023,1888,7,6
,2/26/2022,148,2,6
,7/29/2021,185,6,6
,6/27/2023,159,9,3
,12/3/2020,867,7,6
,10/22/2020,880,7,6
,4/30/2023,1928,6,5
,3/29/2022,412,8,4
,1/25/2020,1852,10,4
,12/8/2020,132,5,4
,5/17/2020,579,2,6
,7/19/2021,4,1,2
,10/4/2022,496,7,1
,5/4/2020,175,1,4
,6/3/2020,1233,8,4
,2/21/2023,750,2,4
,4/24/2021,359,7,2
,11/10/2019,404,7,4
,4/18/2023,1861,8,5
,6/28/2023,1784,2,6
,12/22/2023,1483,3,6
,3/29/2019,727,3,6
,8/25/2022,1696,9,6
,8/9/2023,839,9,2
,12/12/2020,732,3,3
,11/12/2022,1876,3,3
,3/20/2021,519,4,3
,9/11/2021,178,10,6
,4/4/2019,17,2,4
,12/9/2023,987,1,2
,11/23/2023,1569,9,6
,11/7/2020,1062,8,1
,4/22/2021,1753,2,2
,3/18/2020,453,10,6
,12/8/2022,1603,5,6
,3/8/2019,32,8,6
,10/19/2020,409,3,2
,10/31/2023,453,7,3
,5/25/2020,1774,10,2
,11/20/2023,1567,6,4
,7/3/2023,487,2,4
,9/30/2019,1814,1,6
,3/19/2020,1434,8,6
,8/21/2022,418,7,6
,4/27/2022,308,1,6
,11/23/2019,257,4,4
,6/1/2021,1624,4,2
,7/7/2022,1981,6,1
,9/5/2019,844,5,2
,11/15/2019,1595,4,2
,6/12/2022,1662,4,3
,1/5/2021,152,6,2
,5/27/2019,1638,10,4
,5/19/2020,1710,4,1
,8/22/2021,946,9,1
,2/26/2019,1280,1,4
,12/25/2023,390,7,4
,8/4/2020,466,6,1
,8/19/2019,561,4,5
,8/12/2020,1747,2,2
,3/29/2021,995,3,4
,8/4/2021,1517,9,4
,10/26/2023,312,7,6
,3/21/2022,785,7,4
,7/3/2023,1998,5,5
,2/6/2021,261,9,5
,7/4/2022,61,5,2
,10/27/2019,1313,3,4
,4/10/2019,1597,7,4
,8/5/2020,109,3,6
,12/18/2020,1776,2,4
,9/1/2023,904,6,2
,9/3/2019,527,9,6
,7/7/2022,207,9,2
,2/1/2023,498,2,6
,6/14/2019,463,3,4
,7/15/2022,286,2,6
,2/3/2021,1299,4,6
,5/1/2020,1266,6,3
,5/20/2021,629,7,2
,5/14/2022,1142,4,4
,3/16/2019,705,9,5
,9/5/2021,1660,10,3
,5/5/2022,1074,2,4
,2/13/2023,948,1,1
,2/8/2020,432,7,4
,10/23/2019,714,2,3
,12/5/2023,308,5,6
,10/25/2023,1704,8,2
,3/7/2021,454,10,6
,1/7/2023,147,7,6
,2/21/2023,1493,4,4
,9/22/2021,1356,6,2
,2/2/2019,1326,6,4
,1/16/2021,504,4,5
,7/8/2019,132,4,1
,2/14/2020,423,3,2
,4/15/2023,776,1,6
,6/13/2023,1276,9,6
,1/24/2023,1937,1,3
,10/21/2020,1404,7,1
,7/15/2019,1774,5,4
,6/6/2023,791,6,4
,7/14/2022,413,5,3
,2/21/2019,652,10,3
,3/25/2019,1198,8,6
,10/28/2021,319,1,3
,2/28/2020,1734,4,2
,3/9/2020,662,6,5
,4/11/2020,325,10,3
,2/6/2021,1157,7,3
,6/18/2019,994,3,6
,6/18/2019,1901,8,3
,12/24/2022,1003,3,6
,1/13/2020,401,10,4
,7/10/2019,227,9,6
,5/11/2019,1176,6,6
,2/19/2022,1639,4,4
,6/25/2019,394,7,6
,7/12/2022,934,9,2
,12/9/2020,1857,10,6
,3/7/2021,1325,6,4
,8/30/2020,1312,5,2
,12/16/2021,1891,1,2
,8/1/2022,948,8,6
,3/24/2023,1978,5,4
,4/5/2021,276,7,4
,2/2/2020,21,5,6
,6/8/2020,285,1,6
,6/8/2022,1547,4,6
,1/11/2022,1090,10,6
,2/24/2019,1357,10,4
,3/7/2023,1006,3,6
,11/2/2019,22,5,6
,1/25/2022,615,10,1
,8/16/2021,1249,5,3
,3/9/2021,63,5,1
,3/11/2020,181,8,3
,12/12/2021,234,9,3
,4/28/2021,1203,8,6
,11/17/2021,893,7,1
,8/10/2023,70,3,6
,3/10/2021,734,5,6
,6/25/2022,522,1,4
,12/30/2019,1117,10,6
,2/6/2021,710,1,2
,5/12/2023,1827,8,3
,3/8/2023,794,7,1
,7/24/2022,475,3,3
,11/21/2021,1734,3,4
,10/3/2023,1213,4,3
,3/6/2020,311,2,4
,12/3/2020,1439,5,6
,11/15/2020,379,7,2
,3/1/2021,362,9,4
,5/21/2022,486,5,6
,12/25/2020,1099,8,3
,7/9/2021,644,3,2
,11/1/2019,1836,9,2
,1/15/2021,1260,2,3
,7/31/2023,726,1,3
,12/29/2019,553,1,2
,3/11/2023,1741,4,6
,11/22/2023,701,1,2
,10/25/2023,1565,8,6
,11/19/2021,1547,3,3
,5/1/2020,386,7,2
,1/21/2021,1547,7,2
,4/17/2020,1294,7,6
,2/1/2019,493,5,6
,12/5/2022,1266,7,2
,7/8/2023,1480,5,3
,10/10/2019,237,9,2
,3/4/2019,386,7,2
,6/15/2022,1836,4,6
,3/5/2021,11,4,2
,11/25/2019,871,4,2
,12/2/2019,1895,7,4
,1/12/2020,602,2,6
,6/4/2020,10,3,6
,1/29/2023,38,3,3
,12/25/2021,365,4,6
,5/21/2021,923,3,6
,9/25/2019,1856,10,2
,9/19/2021,335,6,1
,4/3/2020,423,6,4
,6/11/2023,217,5,4
,6/16/2023,1760,6,3
,7/1/2021,1059,1,2
,12/22/2022,1723,1,1
,1/4/2019,1930,1,5
,4/4/2021,1245,8,3
,5/2/2020,1509,7,6
,9/20/2020,1689,10,4
,7/16/2019,407,6,3
,7/29/2020,1914,2,2
,11/19/2019,459,2,5
,8/8/2020,1661,6,1
,6/29/2019,1323,2,4
,3/19/2020,508,3,6
,3/4/2021,1810,9,2
,12/14/2020,654,5,4
,5/29/2023,1249,1,2
,9/13/2022,1263,10,4
,3/21/2021,128,8,2
,7/17/2020,1735,6,1
,3/3/2021,1248,2,6
,10/16/2021,154,3,6
,3/19/2019,471,8,1
,4/15/2019,1491,5,4
,5/31/2022,560,10,2
,12/16/2019,1620,6,4
,4/22/2019,838,3,6
,4/1/2023,804,3,6
,4/9/2023,498,7,4
,6/19/2020,333,2,6
,7/6/2020,1330,5,1
,1/20/2022,1920,4,6
,8/2/2023,1675,4,4
,12/29/2019,179,1,4
,6/6/2023,554,6,4
,3/15/2022,274,3,6
,3/6/2022,761,9,3
