PurchaseItemID,PurchaseID,ItemID,Quantity
,8446,164,1
,4258,10,1
,4172,178,1
,8734,91,1
,5179,167,1
,9687,143,1
,9498,139,1
,3937,60,1
,395,119,1
,3331,8,1
,5766,146,1
,8215,110,1
,3567,31,1
,7437,132,1
,8520,109,1
,3183,6,1
,2486,109,1
,2419,7,1
,5142,31,1
,4668,136,1
,356,41,1
,5799,155,1
,9023,73,1
,9976,12,1
,1308,94,1
,9793,48,1
,893,162,1
,5216,21,1
,5857,9,1
,6772,71,1
,8958,142,1
,9048,64,1
,5835,29,1
,7152,33,1
,4177,16,1
,4106,80,1
,1847,125,1
,5406,121,1
,3265,65,1
,7476,71,1
,717,135,1
,2101,173,1
,5908,134,1
,2581,29,1
,6005,140,1
,9996,111,1
,6128,76,1
,621,42,1
,8766,9,1
,219,28,1
,5298,158,1
,1316,45,1
,603,41,1
,9309,127,1
,9462,70,1
,9202,125,1
,621,143,1
,3648,159,1
,9124,8,1
,6863,11,1
,1669,69,1
,800,20,1
,695,118,1
,2542,27,1
,3110,122,1
,5846,39,1
,6226,111,1
,1257,146,1
,8410,26,1
,9866,97,1
,436,140,1
,9316,131,1
,8231,146,1
,5144,8,1
,4255,50,1
,9048,144,1
,1226,3,1
,2334,10,1
,9245,43,1
,8271,15,1
,6749,3,1
,6449,160,1
,8946,52,1
,2134,104,1
,9127,141,1
,3497,117,1
,3448,90,1
,6437,27,1
,1653,77,1
,125,19,1
,8591,89,1
,7953,117,1
,9586,117,1
,6662,3,1
,4025,136,1
,5458,139,1
,356,167,1
,4379,36,1
,580,37,1
,5642,10,1
,7269,133,1
,94,161,1
,1628,164,1
,7360,11,1
,1575,73,1
,7664,19,1
,6835,42,1
,2627,120,1
,6292,42,1
,1463,179,1
,224,48,1
,9595,9,1
,834,169,1
,5749,155,1
,3602,110,1
,104,137,1
,7264,39,1
,8289,21,1
,5932,108,1
,1052,83,1
,795,43,1
,9399,161,1
,8004,39,1
,6715,83,1
,3792,17,1
,5337,92,1
,8939,111,1
,9168,152,1
,1215,169,1
,6205,162,1
,405,68,1
,1660,154,1
,1192,32,1
,4157,123,1
,5786,32,1
,9945,142,1
,8746,152,1
,7140,150,1
,8330,9,1
,9285,61,1
,8626,43,1
,4932,136,1
,9003,165,1
,585,4,1
,8999,155,1
,816,133,1
,22,159,1
,6106,47,1
,9252,58,1
,975,68,1
,9858,30,1
,6023,95,1
,5884,42,1
,2393,70,1
,8120,7,1
,1989,168,1
,1346,25,1
,9506,41,1
,9834,81,1
,3427,133,1
,3213,164,1
,3903,39,1
,6803,172,1
,2241,149,1
,1796,119,1
,7592,76,1
,3664,143,1
,3588,115,1
,3535,141,1
,2752,48,1
,3780,145,1
,3214,43,1
,6937,149,1
,8246,25,1
,740,27,1
,1309,82,1
,968,177,1
,4523,57,1
,7822,127,1
,185,57,1
,5612,133,1
,8624,130,1
,5884,132,1
,3680,66,1
,4511,152,1
,8858,142,1
,268,82,1
,3188,63,1
,1206,134,1
,8068,82,1
,9824,69,1
,505,51,1
,5710,13,1
,6528,4,1
,7087,31,1
,2768,77,1
,2741,75,1
,5312,123,1
,3999,107,1
,6735,39,1
,9492,89,1
,1802,23,1
,4321,7,1
,698,83,1
,6419,1,1
,8772,13,1
,6767,148,1
,8906,87,1
,9663,133,1
,6332,61,1
,1065,12,1
,2635,56,1
,1769,127,1
,5254,129,1
,6182,88,1
,4580,160,1
,291,120,1
,6436,27,1
,4127,1,1
,8963,111,1
,3665,135,1
,4663,59,1
,5902,93,1
,8889,43,1
,4398,57,1
,6181,44,1
,3797,123,1
,7433,124,1
,2685,123,1
,3582,74,1
,7036,44,1
,5498,164,1
,3109,15,1
,2843,23,1
,4555,69,1
,5000,79,1
,4063,128,1
,4146,155,1
,322,68,1
,8067,91,1
,1454,130,1
,8312,77,1
,8636,173,1
,3825,80,1
,5762,128,1
,5130,109,1
,5239,55,1
,8035,59,1
,2158,33,1
,33,47,1
,5008,15,1
,3539,32,1
,1591,19,1
,7853,138,1
,3073,21,1
,9520,174,1
,8092,67,1
,2121,132,1
,9545,150,1
,167,111,1
,1534,53,1
,1156,47,1
,739,57,1
,8026,98,1
,7943,49,1
,3955,171,1
,5570,11,1
,4414,7,1
,8250,155,1
,7242,133,1
,492,47,1
,9761,25,1
,2130,57,1
,5365,48,1
,4152,81,1
,3739,108,1
,3882,139,1
,6497,136,1
,1676,85,1
,5872,83,1
,488,178,1
,1229,17,1
,5904,66,1
,9883,92,1
,9724,98,1
,4546,60,1
,273,95,1
,9326,18,1
,283,177,1
,3120,157,1
,9779,113,1
,3226,70,1
,529,143,1
,3108,26,1
,1031,137,1
,6966,141,1
,5316,148,1
,4858,13,1
,8981,101,1
,6325,92,1
,6826,166,1
,6467,28,1
,2011,76,1
,6829,87,1
,7732,92,1
,2307,136,1
,9512,148,1
,4209,71,1
,2781,57,1
,3383,174,1
,4702,123,1
,3349,116,1
,1576,40,1
,5210,38,1
,5953,55,1
,137,148,1
,8119,178,1
,9584,32,1
,5611,96,1
,7352,35,1
,3692,23,1
,3675,74,1
,8586,152,1
,7993,149,1
,711,179,1
,3804,148,1
,5797,179,1
,7626,122,1
,6949,71,1
,4595,92,1
,855,65,1
,7149,25,1
,6059,46,1
,1784,116,1
,7717,29,1
,4879,124,1
,5229,70,1
,2824,68,1
,8173,179,1
,2592,58,1
,9092,18,1
,2759,39,1
,6310,30,1
,4153,40,1
,5440,72,1
,6149,158,1
,9107,150,1
,2947,145,1
,5162,167,1
,9179,139,1
,3751,11,1
,9286,146,1
,6701,12,1
,5664,87,1
,4928,68,1
,2916,131,1
,4674,81,1
,184,123,1
,5702,13,1
,5943,52,1
,2429,58,1
,6071,54,1
,6349,39,1
,8984,52,1
,466,167,1
,7715,129,1
,6081,153,1
,6635,167,1
,549,45,1
,2555,176,1
,8493,179,1
,7367,163,1
,7349,31,1
,2709,28,1
,5425,75,1
,5110,57,1
,598,100,1
,3581,71,1
,2617,152,1
,4859,77,1
,599,62,1
,9157,10,1
,6240,117,1
,6083,28,1
,1548,75,1
,6928,177,1
,492,15,1
,7146,162,1
,4871,9,1
,8727,148,1
,4778,104,1
,3902,50,1
,7127,138,1
,7835,50,1
,6558,23,1
,5177,114,1
,6144,97,1
,1891,120,1
,6598,2,1
,6321,147,1
,2870,124,1
,6755,61,1
,1644,58,1
,2236,58,1
,8782,20,1
,5326,165,1
,7937,1,1
,3798,2,1
,401,130,1
,408,132,1
,909,73,1
,7269,175,1
,396,63,1
,6093,109,1
,1703,86,1
,3922,141,1
,3239,67,1
,6311,164,1
,1286,63,1
,7106,30,1
,7341,31,1
,2368,151,1
,1851,61,1
,7944,13,1
,7591,14,1
,8529,173,1
,5410,134,1
,602,86,1
,4541,70,1
,6099,145,1
,4796,172,1
,7290,23,1
,2870,35,1
,4415,83,1
,7022,68,1
,4186,37,1
,4179,150,1
,494,129,1
,1540,81,1
,8612,116,1
,6207,111,1
,8897,179,1
,8004,66,1
,5266,123,1
,1566,10,1
,7538,102,1
,3507,9,1
,5154,9,1
,5654,14,1
,5511,132,1
,9704,130,1
,6585,13,1
,6354,89,1
,4672,73,1
,3164,66,1
,5617,45,1
,9088,16,1
,5038,161,1
,8321,56,1
,4292,118,1
,4775,46,1
,290,178,1
,9304,175,1
,7681,115,1
,4478,41,1
,8280,74,1
,4443,171,1
,4123,95,1
,3580,61,1
,2205,93,1
,3764,180,1
,1179,47,1
,6671,65,1
,4741,77,1
,4285,129,1
,9733,112,1
,9931,115,1
,4236,72,1
,9897,179,1
,4424,53,1
,6066,149,1
,3958,26,1
,3190,91,1
,7431,60,1
,9423,47,1
,3837,64,1
,9236,47,1
,808,122,1
,5565,83,1
,2027,87,1
,7296,72,1
,9185,91,1
,6361,73,1
,3661,102,1
,2782,117,1
,1888,130,1
,1220,35,1
,3537,89,1
,2680,106,1
,2741,140,1
,6147,123,1
,9638,79,1
,3198,37,1
,1244,46,1
,9262,159,1
,1863,120,1
,8866,152,1
,3120,124,1
,3035,145,1
,3149,39,1
,9456,74,1
,6640,67,1
,6361,125,1
,1353,131,1
,8806,6,1
,5005,153,1
,2371,132,1
,9952,171,1
,6450,99,1
,4456,9,1
,6913,100,1
,147,146,1
,2433,57,1
,1772,51,1
,2256,110,1
,2118,151,1
,963,44,1
,6200,153,1
,2562,157,1
,1025,87,1
,6634,84,1
,2509,49,1
,5177,6,1
,6543,146,1
,7461,144,1
,3987,27,1
,8837,173,1
,4313,60,1
,7395,158,1
,4088,108,1
,9445,46,1
,4466,36,1
,7673,142,1
,5445,8,1
,1825,92,1
,8327,55,1
,7661,107,1
,2792,1,1
,4882,45,1
,6031,138,1
,7720,119,1
,8569,77,1
,699,35,1
,3863,118,1
,8230,149,1
,1797,54,1
,4195,137,1
,2218,89,1
,6487,159,1
,9306,36,1
,4838,155,1
,4142,179,1
,8620,45,1
,9651,57,1
,7783,85,1
,5599,31,1
,9293,161,1
,802,125,1
,3585,139,1
,8612,95,1
,774,69,1
,8733,162,1
,5811,102,1
,1169,26,1
,9434,166,1
,6034,91,1
,4991,121,1
,9457,59,1
,1126,13,1
,7250,142,1
,7198,108,1
,1357,103,1
,4175,162,1
,5259,57,1
,599,115,1
,1769,138,1
,1897,147,1
,6834,85,1
,8712,3,1
,1828,64,1
,1840,177,1
,4956,168,1
,2606,160,1
,1572,117,1
,7407,37,1
,9650,161,1
,71,162,1
,8933,41,1
,5589,46,1
,6670,161,1
,1873,82,1
,6985,48,1
,6833,165,1
,7577,161,1
,809,66,1
,9128,131,1
,4891,175,1
,7736,30,1
,783,112,1
,3948,104,1
,75,120,1
,5944,110,1
,1466,34,1
,7574,162,1
,3612,91,1
,1785,92,1
,6671,31,1
,3542,49,1
,2912,108,1
,16,143,1
,3012,147,1
,9220,6,1
,8762,114,1
,2316,104,1
,2435,44,1
,3066,45,1
,7821,133,1
,7988,42,1
,5653,38,1
,1710,37,1
,510,103,1
,7621,87,1
,1858,27,1
,9902,75,1
,1651,150,1
,5840,180,1
,6721,150,1
,5985,53,1
,3125,157,1
,6390,59,1
,7673,125,1
,6985,32,1
,3532,30,1
,5135,4,1
,5826,112,1
,3084,102,1
,7280,90,1
,825,106,1
,4445,151,1
,124,14,1
,3079,47,1
,5688,48,1
,7913,41,1
,3814,106,1
,8320,5,1
,890,136,1
,7164,5,1
,6317,29,1
,602,18,1
,3393,169,1
,1140,104,1
,8897,72,1
,9318,5,1
,6231,137,1
,7982,43,1
,2191,144,1
,446,98,1
,9423,149,1
,7405,7,1
,4200,60,1
,6632,65,1
,3315,98,1
,2009,24,1
,4234,125,1
,2023,63,1
,840,90,1
,7479,85,1
,2152,72,1
,4837,3,1
,1633,18,1
,2974,21,1
,9,134,1
,3734,105,1
,9696,178,1
,5513,125,1
,4401,84,1
,5372,31,1
,5049,23,1
,8602,148,1
,5187,150,1
,7827,31,1
,6319,52,1
,9671,9,1
,1936,14,1
,4219,72,1
,7107,140,1
,9484,5,1
,4891,42,1
,7881,64,1
,3224,91,1
,1878,135,1
,5819,37,1
,5008,123,1
,3342,95,1
,4361,21,1
,707,41,1
,808,61,1
,8243,24,1
,1440,11,1
,3533,96,1
,5227,106,1
,9373,86,1
,8184,165,1
,2964,30,1
,1208,169,1
,2302,56,1
,6978,148,1
,2267,148,1
,9746,63,1
,9676,138,1
,8617,176,1
,5780,144,1
,7991,35,1
,341,5,1
,5009,102,1
,5860,47,1
,1370,68,1
,1764,154,1
,7260,112,1
,7052,108,1
,932,17,1
,8906,121,1
,1850,169,1
,5912,138,1
,4084,12,1
,7037,43,1
,4505,138,1
,7250,125,1
,3670,29,1
,5590,93,1
,8205,38,1
,1075,41,1
,6400,39,1
,4346,169,1
,1631,128,1
,7472,125,1
,5036,118,1
,4009,33,1
,1281,69,1
,5478,160,1
,7563,20,1
,4960,150,1
,8331,32,1
,5205,56,1
,770,56,1
,7380,106,1
,9805,18,1
,8470,95,1
,5815,8,1
,8896,148,1
,7520,61,1
,5428,8,1
,4006,139,1
,3000,83,1
,4574,42,1
,3510,84,1
,6315,11,1
,1273,135,1
,81,2,1
,7037,121,1
,3420,31,1
,8634,172,1
,3507,102,1
,1479,81,1
,816,35,1
,7666,66,1
,1084,53,1
,9164,19,1
,5284,12,1
,7885,111,1
,8021,119,1
,5623,95,1
,163,84,1
,5429,17,1
,7965,103,1
,7426,159,1
,2787,171,1
,1530,131,1
,530,134,1
,8280,57,1
,4736,100,1
,3894,93,1
,8117,169,1
,3764,118,1
,1376,170,1
,188,136,1
,9260,5,1
,7834,49,1
,9942,154,1
,2319,54,1
,7797,28,1
,9791,62,1
,5430,68,1
,4707,127,1
,1455,157,1
,8647,57,1
,2882,67,1
,5629,9,1
,6254,100,1
,3675,177,1
,3113,105,1
,7568,144,1
,705,147,1
,2667,62,1
,9345,120,1
,6182,55,1
,9151,16,1
,8098,55,1
,6770,84,1
,6800,134,1
,5835,133,1
,7232,118,1
,9995,40,1
,1656,158,1
,9262,160,1
,6251,35,1
,7590,165,1
,674,84,1
,2356,174,1
,2356,158,1
,1310,120,1
,9677,134,1
,8427,180,1
,7993,107,1
,9605,10,1
,4407,152,1
,219,18,1
,9313,93,1
,2441,4,1
,2035,19,1
,7704,46,1
,5171,24,1
,332,114,1
,6332,169,1
,8342,171,1
,6330,144,1
,1550,67,1
,711,139,1
,9856,153,1
,3894,46,1
,453,78,1
,8128,5,1
,2643,135,1
,3757,84,1
,102,141,1
,9784,156,1
,2291,68,1
,6451,175,1
,7496,48,1
,2812,37,1
,295,180,1
,6634,176,1
,5036,61,1
,6200,90,1
,2584,180,1
,2196,9,1
,7834,166,1
,779,2,1
,9113,176,1
,5595,37,1
,7518,85,1
,1727,64,1
,279,5,1
,5500,96,1
,1430,128,1
,9647,24,1
,1879,114,1
,3535,23,1
,7956,41,1
,5402,26,1
,4915,87,1
,5134,77,1
,3441,165,1
,3137,55,1
,8737,153,1
,6976,53,1
,1171,72,1
,8669,157,1
,2753,159,1
,5193,54,1
,8321,39,1
,2524,169,1
,9868,130,1
,5969,47,1
,9841,111,1
,2320,141,1
,6271,36,1
,7075,41,1
,6096,65,1
,4588,155,1
,6464,125,1
,6381,138,1
,6931,144,1
,52,95,1
,7421,54,1
,662,91,1
,7696,145,1
,3309,35,1
,6032,27,1
,3088,87,1
,2591,163,1
,320,122,1
,7581,4,1
,8925,118,1
,9906,50,1
,3116,17,1
,913,6,1
,5170,91,1
,4439,127,1
,8033,146,1
,3505,11,1
,4023,146,1
,8682,65,1
,9545,125,1
,3590,180,1
,2311,115,1
,7385,126,1
,5232,131,1
,7604,117,1
,8583,54,1
,5364,107,1
,7013,2,1
,8969,143,1
,4542,128,1
,2599,128,1
,2042,119,1
,62,144,1
,1242,118,1
,2278,74,1
,6885,19,1
,1251,19,1
,7961,138,1
,1287,130,1
,7303,108,1
,1928,170,1
,3388,177,1
,2129,83,1
,7164,179,1
,8670,17,1
,7291,61,1
,2395,115,1
,604,151,1
,2685,38,1
,4138,33,1
,909,141,1
,2512,44,1
,2978,90,1
,7637,58,1
,8860,3,1
,1876,10,1
,2288,170,1
,9448,112,1
,2335,1,1
,7811,178,1
,9940,152,1
,2418,97,1
,5055,35,1
,5394,37,1
,9789,17,1
,3815,162,1
,3698,17,1
,3991,131,1
,4712,99,1
,7275,158,1
,1906,54,1
,9763,63,1
,2855,101,1
,4716,102,1
,4316,92,1
,4265,41,1
,8048,37,1
,8971,138,1
,6422,87,1
,6391,20,1
,8336,41,1
,5194,44,1
,576,74,1
,6109,161,1
,170,168,1
,5086,34,1
,9140,132,1
,6197,18,1
,3431,128,1
,6045,47,1
,8317,101,1
,8875,148,1
,3653,115,1
,5524,171,1
,9900,115,1
,3204,175,1
,1733,62,1
,754,58,1
,9033,167,1
,7850,158,1
,7675,101,1
,9399,128,1
,5376,55,1
,4367,35,1
,4673,5,1
,5661,5,1
,386,23,1
,6841,117,1
,7031,108,1
,4139,95,1
,5070,31,1
,1606,174,1
,6095,26,1
,8121,131,1
,1450,121,1
,9284,28,1
,7554,107,1
,5750,178,1
,397,115,1
,3150,22,1
,716,65,1
,9862,148,1
,2062,16,1
,610,33,1
,8879,46,1
,7318,28,1
,5870,25,1
,287,7,1
,634,18,1
,7585,118,1
,7285,8,1
,1678,121,1
,1490,75,1
,542,153,1
,5520,169,1
,5235,71,1
,3461,155,1
,2463,176,1
,9189,148,1
,5712,51,1
,9506,101,1
,9793,146,1
,8326,35,1
,3842,42,1
,6443,150,1
,9215,177,1
,1158,2,1
,7619,98,1
,8062,10,1
,6787,4,1
,4914,98,1
,5296,167,1
,8717,7,1
,5558,125,1
,3218,86,1
,3466,153,1
,1810,90,1
,8993,33,1
,1228,49,1
,5949,128,1
,9865,80,1
,4414,62,1
,2459,118,1
,5155,63,1
,4801,166,1
,7089,119,1
,6731,86,1
,3937,121,1
,9499,180,1
,7507,137,1
,7223,46,1
,2277,50,1
,1005,145,1
,6610,107,1
,3330,165,1
,5549,112,1
,3928,161,1
,7807,17,1
,6797,160,1
,536,26,1
,2827,178,1
,7939,67,1
,5124,6,1
,8686,119,1
,9176,98,1
,2394,155,1
,842,122,1
,7634,175,1
,2604,107,1
,5668,48,1
,6237,15,1
,4780,167,1
,8912,126,1
,7889,59,1
,1604,55,1
,6932,74,1
,5269,92,1
,3926,180,1
,8967,136,1
,7239,57,1
,346,168,1
,2820,86,1
,5857,82,1
,5550,70,1
,4093,152,1
,6715,150,1
,885,125,1
,7729,44,1
,494,8,1
,1774,144,1
,2353,149,1
,6592,3,1
,7572,65,1
,3356,59,1
,8595,83,1
,5582,25,1
,5054,60,1
,7230,150,1
,5851,20,1
,2920,113,1
,2416,27,1
,6495,37,1
,595,89,1
,4019,121,1
,1871,16,1
,4434,155,1
,221,17,1
,8577,15,1
,2260,59,1
,4747,50,1
,5921,168,1
,116,130,1
,1233,102,1
,2132,172,1
,9393,96,1
,4569,146,1
,6141,25,1
,2465,67,1
,4163,48,1
,8095,155,1
,8923,91,1
,812,126,1
,7805,73,1
,2572,9,1
,7874,163,1
,1894,150,1
,4896,160,1
,2298,160,1
,7572,50,1
,3025,156,1
,989,67,1
,5647,55,1
,2896,69,1
,4367,162,1
,604,123,1
,4934,132,1
,6848,132,1
,1258,130,1
,4097,120,1
,5463,106,1
,3121,171,1
,7387,115,1
,2322,77,1
,8361,135,1
,6063,53,1
,5471,72,1
,8406,8,1
,5910,156,1
,9303,96,1
,6556,120,1
,629,115,1
,4580,158,1
,8712,123,1
,5744,66,1
,3310,91,1
,6617,150,1
,6972,72,1
,6480,28,1
,7455,118,1
,7297,124,1
,9547,152,1
,3021,23,1
,9548,180,1
,6462,153,1
,8073,178,1
,9848,125,1
,7561,18,1
,5294,124,1
,8880,10,1
,1600,54,1
,3037,176,1
,3657,5,1
,1716,134,1
,595,166,1
,2191,100,1
,4486,34,1
,5318,122,1
,5731,71,1
,8319,45,1
,6390,28,1
,9676,111,1
,5991,41,1
,7256,155,1
,8680,73,1
,9759,137,1
,1365,30,1
,6061,42,1
,2409,125,1
,6533,75,1
,1904,94,1
,6635,129,1
,7424,122,1
,603,41,1
,2289,115,1
,9437,179,1
,9982,91,1
,3398,23,1
,4608,166,1
,6870,172,1
,9258,140,1
,279,134,1
,857,133,1
,2478,160,1
,6254,166,1
,3589,72,1
,3632,53,1
,7812,148,1
,1319,74,1
,1853,39,1
,6476,109,1
,196,28,1
,193,39,1
,3371,30,1
,7536,67,1
,97,79,1
,3926,26,1
,6106,109,1
,462,7,1
,1181,4,1
,6539,51,1
,5323,128,1
,5478,78,1
,9600,8,1
,5955,16,1
,4370,56,1
,8714,27,1
,176,62,1
,8403,175,1
,6913,160,1
,6143,141,1
,1866,89,1
,1924,164,1
,295,31,1
,7343,150,1
,7528,130,1
,4746,121,1
,7555,137,1
,4264,39,1
,3246,163,1
,5206,20,1
,1155,163,1
,7775,102,1
,6641,148,1
,9252,110,1
,7569,87,1
,9364,124,1
,5665,175,1
,1362,175,1
,4040,77,1
,3904,23,1
,5293,12,1
,4638,58,1
,5229,64,1
,3839,93,1
,2997,160,1
,5088,31,1
,6270,180,1
,394,92,1
,91,158,1
,692,80,1
,2321,33,1
,4042,29,1
,2742,150,1
,9208,161,1
,6232,84,1
,1033,100,1
,7121,170,1
,4730,78,1
,4111,126,1
,983,9,1
,8909,134,1
,8661,44,1
,8720,81,1
,5096,14,1
,8929,31,1
,8318,117,1
,6999,26,1
,7767,17,1
,9358,42,1
,8284,151,1
,8835,56,1
,3376,12,1
,2517,70,1
,5056,34,1
,9991,107,1
,2161,121,1
,7563,40,1
,6774,135,1
,135,84,1
,8418,129,1
,7854,117,1
,1064,82,1
,3696,34,1
,8845,32,1
,4628,173,1
,95,89,1
,1754,77,1
,6921,85,1
,1217,67,1
,1182,162,1
,2432,161,1
,6212,91,1
,3288,129,1
,8506,36,1
,446,67,1
,3920,52,1
,3900,172,1
,3863,11,1
,6656,28,1
,5549,40,1
,3917,135,1
,6075,168,1
,2317,13,1
,7817,73,1
,8092,178,1
,2705,100,1
,1059,134,1
,746,54,1
,9727,62,1
,1201,171,1
,6038,131,1
,9218,150,1
,806,100,1
,8550,1,1
,9602,176,1
,3816,153,1
,4729,24,1
,7638,167,1
,739,133,1
,2920,64,1
,9810,74,1
,3302,121,1
,3001,160,1
,4337,129,1
,2297,153,1
,5941,154,1
,5740,177,1
,5249,87,1
,2922,31,1
,6144,175,1
,4644,117,1
,3264,99,1
,9206,158,1
,1746,108,1
,718,37,1
,2677,101,1
